Upregulated
Ensembl_g_id	Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOG00000039571	ENSRNOT00000008648	ENSRNOP00000008648	GLOD5	Glod5	glyoxalase domain containing 5 [Source:RGD Symbol;Acc:1564596]	-3.079447954	0.983346562	2	6
ENSRNOG00000043093	ENSRNOT00000066340	ENSRNOP00000063098	AP1M2	Ap1m2	adaptor-related protein complex 1, mu 2 subunit [Source:RGD Symbol;Acc:1561490]	-3.079447954	0.983346562	2	6
ENSRNOG00000043383	ENSRNOT00000014965	ENSRNOP00000014965	LOC100359479	LOC100359479	rCG58364-like [Source:RGD Symbol;Acc:2323814]	-3.079447954	0.983346562	2	6
ENSRNOG00000046635	ENSRNOT00000072493	ENSRNOP00000064620	LOC100910252	LOC100910252	sororin-like [Source:RGD Symbol;Acc:6499582]	-3.079447954	0.983346562	2	6
ENSRNOG00000047740	ENSRNOT00000057007	ENSRNOP00000053840	LOC102547078	LOC102547078	myb-related transcription factor, partner of profilin-like [Source:RGD Symbol;Acc:7674410]	-3.079447954	0.983346562	2	6
ENSRNOG00000051686	ENSRNOT00000083298	-	AABR07052502.1	AABR07052502.1	-	-3.079447954	0.983346562	2	6
ENSRNOG00000054531	ENSRNOT00000089463	-	AABR07016578.1	AABR07016578.1	-	-3.079447954	0.983346562	2	6
ENSRNOG00000056448	ENSRNOT00000088061	-	AABR07062033.1	AABR07062033.1	-	-3.079447954	0.983346562	2	6
ENSRNOG00000009957	ENSRNOT00000013817	ENSRNOP00000013816	SLC25A13	Slc25a13	solute carrier family 25 (aspartate/glutamate carrier), member 13 [Source:RGD Symbol;Acc:1565889]	-1.388175227	0.983362921	46	62
ENSRNOG00000003388	ENSRNOT00000004525	ENSRNOP00000004525	CENPF	Cenpf	centromere protein F [Source:RGD Symbol;Acc:628667]	-1.601882864	0.983418614	18	28
ENSRNOG00000000886	ENSRNOT00000001185	ENSRNOP00000001185	CALN1	Caln1	calneuron 1 [Source:RGD Symbol;Acc:1305843]	-1.221039342	0.983427988	248	294
ENSRNOG00000015590	ENSRNOT00000020917	ENSRNOP00000020917	DNAAF1	Dnaaf1	dynein, axonemal, assembly factor 1 [Source:RGD Symbol;Acc:1310542]	-1.461784303	0.983493649	31	44
ENSRNOG00000021347	ENSRNOT00000047708	ENSRNOP00000044342	MTHFD2L	Mthfd2l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like [Source:RGD Symbol;Acc:1310879]	-1.461784303	0.983493649	31	44
ENSRNOG00000008467	ENSRNOT00000011467	ENSRNOP00000011467	AGBL2	Agbl2	ATP/GTP binding protein-like 2 [Source:RGD Symbol;Acc:1306827]	-1.406728589	0.983498482	41	56
ENSRNOG00000024960	ENSRNOT00000029572	ENSRNOP00000029459	SMCO1	Smco1	single-pass membrane protein with coiled-coil domains 1 [Source:RGD Symbol;Acc:1562500]	-188.754494	0.983559889	0	1.85
ENSRNOG00000047646	ENSRNOT00000075575	-	AABR07008670.1	AABR07008670.1	-	-1.608688967	0.983564143	17.45	27.26
ENSRNOG00000033809	ENSRNOT00000064581	ENSRNOP00000061834	MLH1	Mlh1	mutL homolog 1 [Source:RGD Symbol;Acc:620937]	-1.22284144	0.983596629	235	279
ENSRNOG00000010821	ENSRNOT00000014413	ENSRNOP00000014413	ANKRD54	Ankrd54	ankyrin repeat domain 54 [Source:RGD Symbol;Acc:1309552]	-1.28242288	0.983616907	102	127
ENSRNOG00000015448	ENSRNOT00000020858	ENSRNOP00000020858	FAM69C	Fam69c	family with sequence similarity 69, member C [Source:RGD Symbol;Acc:1559694]	-1.243521515	0.983628414	164	198
ENSRNOG00000005144	ENSRNOT00000079520	ENSRNOP00000073671	TMEM18	Tmem18	transmembrane protein 18 [Source:RGD Symbol;Acc:1359389]	-1.205433833	0.983637798	364	426
ENSRNOG00000002200	ENSRNOT00000002990	-	AABR07072371.1	AABR07072371.1	-	-187.7396048	0.983673461	0	1.84
ENSRNOG00000056398	ENSRNOT00000082159	ENSRNOP00000073540	AABR07036855.1	AABR07036855.1	-	-1.223207012	0.983679841	231.41	274.82
ENSRNOG00000006033	ENSRNOT00000008262	ENSRNOP00000008262	SPON2	Spon2	spondin 2, extracellular matrix protein [Source:RGD Symbol;Acc:708584]	-1.402280484	0.983707203	41.49	56.49
ENSRNOG00000017746	ENSRNOT00000084970	ENSRNOP00000069044	PARD6A	Pard6a	par-6 family cell polarity regulator alpha [Source:RGD Symbol;Acc:1303273]	-1.270770422	0.983727956	114.68	141.49
ENSRNOG00000047057	ENSRNOT00000075540	ENSRNOP00000067319	GPR26	Gpr26	G protein-coupled receptor 26 [Source:RGD Symbol;Acc:619843]	-1.210577477	0.983751895	308	362
ENSRNOG00000046132	ENSRNOT00000043153	ENSRNOP00000045868	LOC316935	LOC316935	similar to Spetex-2D protein [Source:RGD Symbol;Acc:1586158]	-1.804502006	0.983754647	10.07	17.65
ENSRNOG00000004807	ENSRNOT00000006483	ENSRNOP00000006483	ARF2	Arf2	ADP-ribosylation factor 2 [Source:RGD Symbol;Acc:621271]	-1.200461458	0.983762698	429	500
ENSRNOG00000057085	ENSRNOT00000084042	-	AABR07050288.1	AABR07050288.1	-	-2.400451063	0.983763808	3.74	8.73
ENSRNOG00000016093	ENSRNOT00000021590	ENSRNOP00000021590	HYAL3	Hyal3	hyaluronoglucosaminidase 3 [Source:RGD Symbol;Acc:1303334]	-1.25171837	0.983806635	144	175
ENSRNOG00000022697	ENSRNOT00000030706	ENSRNOP00000038701	CLEC14A	Clec14a	C-type lectin domain family 14, member A [Source:RGD Symbol;Acc:1306232]	-1.310868117	0.983843031	77	98
ENSRNOG00000059437	ENSRNOT00000088749	-	AABR07056678.1	AABR07056678.1	-	-4.119271968	0.983873268	1.04	4.19
ENSRNOG00000011068	ENSRNOT00000014979	ENSRNOP00000014979	PAPSS2	Papss2	3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:RGD Symbol;Acc:1307012]	-1.202422291	0.983930561	388.04	453
ENSRNOG00000042758	ENSRNOT00000066211	ENSRNOP00000060280	TMEM243	Tmem243	transmembrane protein 243, mitochondrial [Source:RGD Symbol;Acc:1562351]	-1.267669089	0.983930716	117	144
ENSRNOG00000005998	ENSRNOT00000007947	ENSRNOP00000007947	SMOC1	Smoc1	SPARC related modular calcium binding 1 [Source:RGD Symbol;Acc:1303126]	-1.25799528	0.983971576	131	160
ENSRNOG00000004361	ENSRNOT00000006376	ENSRNOP00000006376	PARP10	Parp10	poly (ADP-ribose) polymerase family, member 10 [Source:RGD Symbol;Acc:2318774]	-1.284815561	0.983976088	97	121
ENSRNOG00000050855	ENSRNOT00000064866	ENSRNOP00000061982	LOC100911994	LOC100911994	coiled-coil domain-containing protein 132-like [Source:RGD Symbol;Acc:6489220]	-1.263957257	0.983989992	121.63	149.26
ENSRNOG00000007879	ENSRNOT00000010596	ENSRNOP00000010596	STK26	Stk26	serine/threonine protein kinase 26 [Source:RGD Symbol;Acc:1563568]	-1.299725692	0.983997955	84	106
ENSRNOG00000061579	ENSRNOT00000082158	ENSRNOP00000071492	AABR07070810.1	AABR07070810.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D3ZJE2]	-184.6949373	0.984009579	0	1.81
ENSRNOG00000003526	ENSRNOT00000004921	ENSRNOP00000004921	SYTL4	Sytl4	synaptotagmin-like 4 [Source:RGD Symbol;Acc:620204]	-2.058210057	0.98401961	6	12
ENSRNOG00000003777	ENSRNOT00000005050	ENSRNOP00000005050	CHRNE	Chrne	cholinergic receptor, nicotinic, epsilon (muscle) [Source:RGD Symbol;Acc:2353]	-2.058210057	0.98401961	6	12
ENSRNOG00000039183	ENSRNOT00000033837	ENSRNOP00000031394	RGD1310335	RGD1310335	similar to RIKEN cDNA C330027C09 [Source:RGD Symbol;Acc:1310335]	-2.058210057	0.98401961	6	12
ENSRNOG00000051474	ENSRNOT00000092096	-	AC127756.1	AC127756.1	-	-2.058210057	0.98401961	6	12
ENSRNOG00000020995	ENSRNOT00000028494	ENSRNOP00000028494	FUT1	Fut1	fucosyltransferase 1 [Source:RGD Symbol;Acc:2638]	-1.647561864	0.98403714	15	24
ENSRNOG00000032941	ENSRNOT00000040631	ENSRNOP00000044162	MAB21L1	Mab21l1	mab-21-like 1 (C. elegans) [Source:RGD Symbol;Acc:1589984]	-1.647561864	0.98403714	15	24
ENSRNOG00000011716	ENSRNOT00000015855	ENSRNOP00000015855	DEGS2	Degs2	delta(4)-desaturase, sphingolipid 2 [Source:RGD Symbol;Acc:1305023]	-1.277569067	0.984043996	104	129
ENSRNOG00000022724	ENSRNOT00000036705	ENSRNOP00000035332	CNIH3	Cnih3	cornichon family AMPA receptor auxiliary protein 3 [Source:RGD Symbol;Acc:1582859]	-1.277569067	0.984043996	104	129
ENSRNOG00000023493	ENSRNOT00000032062	ENSRNOP00000033353	CREB3L4	Creb3l4	cAMP responsive element binding protein 3-like 4 [Source:RGD Symbol;Acc:1359278]	-1.699867891	0.984046353	12.89	21.28
ENSRNOG00000020821	ENSRNOT00000028247	ENSRNOP00000028247	CLIP3	Clip3	CAP-GLY domain containing linker protein 3 [Source:RGD Symbol;Acc:1306245]	-1.250851519	0.984098469	142.28	172.79
ENSRNOG00000027213	ENSRNOT00000055016	ENSRNOP00000051897	ASPHD1	Asphd1	aspartate beta-hydroxylase domain containing 1 [Source:RGD Symbol;Acc:1306636]	-1.21446949	0.98411089	268	316
ENSRNOG00000013791	ENSRNOT00000018695	ENSRNOP00000018695	ENPP3	Enpp3	ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:RGD Symbol;Acc:708511]	-1.522378193	0.984111528	23	34
ENSRNOG00000054277	ENSRNOT00000089609	ENSRNOP00000074768	CAPSL	Capsl	Calcyphosine-like (Predicted); Protein Capsl  [Source:UniProtKB/TrEMBL;Acc:D4A6W9]	-1.522378193	0.984111528	23	34
ENSRNOG00000000692	ENSRNOT00000056865	ENSRNOP00000053707	UNG	Ung	uracil-DNA glycosylase [Source:RGD Symbol;Acc:1307200]	-1.373254414	0.984121617	48	64
ENSRNOG00000018371	ENSRNOT00000024947	ENSRNOP00000024947	TUBB6	Tubb6	tubulin, beta 6 class V [Source:RGD Symbol;Acc:1305887]	-1.373254414	0.984121617	48	64
ENSRNOG00000003657	ENSRNOT00000004936	ENSRNOP00000004936	PKMYT1	Pkmyt1	protein kinase, membrane associated tyrosine/threonine 1 [Source:RGD Symbol;Acc:1305434]	-1.309360905	0.984133409	76.42	97.15
ENSRNOG00000016381	ENSRNOT00000022003	ENSRNOP00000022003	UST	Ust	uronyl-2-sulfotransferase [Source:RGD Symbol;Acc:1304743]	-1.260698834	0.984140875	125	153
ENSRNOG00000018163	ENSRNOT00000024460	ENSRNOP00000024461	IPCEF1	Ipcef1	interaction protein for cytohesin exchange factors 1 [Source:RGD Symbol;Acc:735159]	-1.260698834	0.984140875	125	153
ENSRNOG00000046727	ENSRNOT00000070861	ENSRNOP00000064799	ABCC2	Abcc2	ATP-binding cassette, subfamily C (CFTR/MRP), member 2 [Source:RGD Symbol;Acc:2366]	-1.260698834	0.984140875	125	153
ENSRNOG00000020546	ENSRNOT00000027910	ENSRNOP00000027911	LIPE	Lipe	lipase, hormone sensitive [Source:RGD Symbol;Acc:3010]	-1.212854492	0.984197439	276	325
ENSRNOG00000032740	ENSRNOT00000050090	ENSRNOP00000051028	LOC100363048	LOC100363048	rCG47273-like [Source:RGD Symbol;Acc:2324841]	-1.571799835	0.984210678	19	29
ENSRNOG00000016033	ENSRNOT00000021531	ENSRNOP00000021531	ENDOG	Endog	endonuclease G [Source:RGD Symbol;Acc:1310763]	-1.219578239	0.984223767	236.22	279.7
ENSRNOG00000023733	ENSRNOT00000034329	ENSRNOP00000066863	RGD1560821	RGD1560821	similar to small nuclear ribonucleoparticle-associated protein [Source:RGD Symbol;Acc:1560821]	-182.665159	0.984229876	0	1.79
ENSRNOG00000019264	ENSRNOT00000026184	ENSRNOP00000026184	LTBR	Ltbr	lymphotoxin beta receptor (TNFR superfamily, member 3) [Source:RGD Symbol;Acc:1309448]	-1.203079722	0.984240425	363	424
ENSRNOG00000009822	ENSRNOT00000013025	ENSRNOP00000013025	TLR2	Tlr2	toll-like receptor 2 [Source:RGD Symbol;Acc:735138]	-1.275211494	0.984248605	105	130
ENSRNOG00000009803	ENSRNOT00000012982	ENSRNOP00000012982	LOC100362176	LOC100362176	hypothetical protein LOC100362176 [Source:RGD Symbol;Acc:2318708]	-1.763475357	0.984371742	10.69	18.31
ENSRNOG00000046969	ENSRNOT00000073550	ENSRNOP00000066087	UBXN7	Ubxn7	UBX domain protein 7 [Source:RGD Symbol;Acc:1306346]	-1.212411517	0.984388463	273	321.35
ENSRNOG00000045997	ENSRNOT00000073587	ENSRNOP00000065940	CHST14	Chst14	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14 [Source:RGD Symbol;Acc:1585023]	-1.471257759	0.984408196	28	40
ENSRNOG00000014156	ENSRNOT00000037169	ENSRNOP00000033858	FUT7	Fut7	fucosyltransferase 7 (alpha (1,3) fucosyltransferase) [Source:RGD Symbol;Acc:735019]	-2.314165669	0.98442024	4	9
ENSRNOG00000018853	ENSRNOT00000025745	ENSRNOP00000025745	SLC28A3	Slc28a3	solute carrier family 28 (concentrative nucleoside transporter), member 3 [Source:RGD Symbol;Acc:621224]	-2.314165669	0.98442024	4	9
ENSRNOG00000037898	ENSRNOT00000034210	-	AABR07034761.1	AABR07034761.1	-	-2.314165669	0.98442024	4	9
ENSRNOG00000059398	ENSRNOT00000084316	-	7SK	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	-2.314165669	0.98442024	4	9
ENSRNOG00000052665	ENSRNOT00000078378	ENSRNOP00000075225	ONECUT2	Onecut2	one cut domain, family member 2 [Source:MGI Symbol;Acc:MGI:1891408]	-1.409364353	0.984443032	38	52
ENSRNOG00000021185	ENSRNOT00000028767	ENSRNOP00000028767	BOLA1	Bola1	bolA family member 1 [Source:RGD Symbol;Acc:1310586]	-1.242629275	0.984446269	155	187
ENSRNOG00000047563	ENSRNOT00000074032	ENSRNOP00000065042	MRPL39	Mrpl39	mitochondrial ribosomal protein L39 [Source:RGD Symbol;Acc:1591507]	-1.293453742	0.984464704	86	108
ENSRNOG00000003136	ENSRNOT00000079247	ENSRNOP00000074778	FCRLA	Fcrla	Fc receptor-like A [Source:RGD Symbol;Acc:1306176]	-1.716061064	0.984472358	12	20
ENSRNOG00000005707	ENSRNOT00000007727	ENSRNOP00000007727	BFSP1	Bfsp1	beaded filament structural protein 1, filensin [Source:RGD Symbol;Acc:2205]	-1.716061064	0.984472358	12	20
ENSRNOG00000042628	ENSRNOT00000067761	ENSRNOP00000060613	RGD1561145	RGD1561145	similar to novel protein [Source:RGD Symbol;Acc:1561145]	-1.716061064	0.984472358	12	20
ENSRNOG00000056314	ENSRNOT00000090134	-	AABR07056330.1	AABR07056330.1	-	-1.716061064	0.984472358	12	20
ENSRNOG00000023969	ENSRNOT00000058626	ENSRNOP00000055422	HERC6	Herc6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:RGD Symbol;Acc:1561739]	-1.235985912	0.984542972	170	204
ENSRNOG00000026336	ENSRNOT00000042465	ENSRNOP00000044310	TMEM255B	Tmem255b	transmembrane protein 255B [Source:RGD Symbol;Acc:1566042]	-1.300336899	0.984584473	80	101
ENSRNOG00000048725	ENSRNOT00000070846	ENSRNOP00000065463	LSM2	Lsm2	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:RGD Symbol;Acc:1598536]	-1.232514833	0.984652124	178	213
ENSRNOG00000002396	ENSRNOT00000003274	ENSRNOP00000003274	SERPINB8	Serpinb8	serpin peptidase inhibitor, clade B (ovalbumin), member 8 [Source:RGD Symbol;Acc:1309833]	-4.08865359	0.98471028	1	4
ENSRNOG00000002501	ENSRNOT00000003378	ENSRNOP00000003378	DDX3Y	Ddx3y	DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked [Source:RGD Symbol;Acc:1309586]	-4.08865359	0.98471028	1	4
ENSRNOG00000004626	ENSRNOT00000048509	ENSRNOP00000050889	SLC34A2	Slc34a2	solute carrier family 34 (type II sodium/phosphate cotransporter), member 2 [Source:RGD Symbol;Acc:620889]	-4.08865359	0.98471028	1	4
ENSRNOG00000008588	ENSRNOT00000011563	ENSRNOP00000011563	BATF	Batf	basic leucine zipper transcription factor, ATF-like [Source:RGD Symbol;Acc:1304923]	-4.08865359	0.98471028	1	4
ENSRNOG00000009814	ENSRNOT00000051307	ENSRNOP00000045922	SERPINE3	Serpine3	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3 [Source:RGD Symbol;Acc:1585042]	-4.08865359	0.98471028	1	4
ENSRNOG00000011846	ENSRNOT00000044206	ENSRNOP00000040950	KRT28	Krt28	keratin 28, type I [Source:RGD Symbol;Acc:1309530]	-4.08865359	0.98471028	1	4
ENSRNOG00000012208	ENSRNOT00000016642	ENSRNOP00000016642	ITGB7	Itgb7	integrin, beta 7 [Source:RGD Symbol;Acc:2929]	-4.08865359	0.98471028	1	4
ENSRNOG00000013940	ENSRNOT00000047544	-	RGD1565989	RGD1565989	similar to FLJ10378 protein [Source:RGD Symbol;Acc:1565989]	-4.08865359	0.98471028	1	4
ENSRNOG00000014534	ENSRNOT00000019503	-	RN60_10_0700.3	Rn60_10_0700.3	-	-4.08865359	0.98471028	1	4
ENSRNOG00000016953	ENSRNOT00000022749	ENSRNOP00000022749	CHST4	Chst4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4 [Source:RGD Symbol;Acc:1310798]	-4.08865359	0.98471028	1	4
ENSRNOG00000018167	ENSRNOT00000024424	ENSRNOP00000024424	TMEM221	Tmem221	transmembrane protein 221 [Source:RGD Symbol;Acc:2319149]	-4.08865359	0.98471028	1	4
ENSRNOG00000019019	ENSRNOT00000025725	ENSRNOP00000025725	FITM1	Fitm1	fat storage-inducing transmembrane protein 1 [Source:RGD Symbol;Acc:1306911]	-4.08865359	0.98471028	1	4
ENSRNOG00000019757	ENSRNOT00000026809	ENSRNOP00000026809	DPEP3	Dpep3	dipeptidase 3 [Source:RGD Symbol;Acc:1305484]	-4.08865359	0.98471028	1	4
ENSRNOG00000020993	ENSRNOT00000028491	ENSRNOP00000028491	MS4A2	Ms4a2	membrane-spanning 4-domains, subfamily A, member 2 [Source:RGD Symbol;Acc:2598]	-4.08865359	0.98471028	1	4
ENSRNOG00000023209	ENSRNOT00000088884	ENSRNOP00000073407	SLAMF7	Slamf7	SLAM family member 7 [Source:RGD Symbol;Acc:1560190]	-4.08865359	0.98471028	1	4
ENSRNOG00000024115	ENSRNOT00000033112	ENSRNOP00000029891	C6	C6	complement component 6 [Source:RGD Symbol;Acc:2238]	-4.08865359	0.98471028	1	4
ENSRNOG00000031593	ENSRNOT00000050214	ENSRNOP00000045882	NANOS3	Nanos3	nanos homolog 3 (Drosophila) [Source:RGD Symbol;Acc:1306672]	-4.08865359	0.98471028	1	4
ENSRNOG00000036830	ENSRNOT00000055274	ENSRNOP00000052149	LOC688130	LOC688130	similar to UPF0224 protein C20orf65 [Source:RGD Symbol;Acc:1592429]	-4.08865359	0.98471028	1	4
ENSRNOG00000038625	ENSRNOT00000058956	ENSRNOP00000055736	SBK2	Sbk2	SH3 domain binding kinase family, member 2 [Source:RGD Symbol;Acc:1563279]	-4.08865359	0.98471028	1	4
ENSRNOG00000039305	ENSRNOT00000060213	ENSRNOP00000056961	LOC102547118	LOC102547118	retinitis pigmentosa 1-like 1 protein-like [Source:RGD Symbol;Acc:7681336]	-4.08865359	0.98471028	1	4
ENSRNOG00000042526	ENSRNOT00000037518	ENSRNOP00000036161	WFDC6A	Wfdc6a	WAP four-disulfide core domain 6A [Source:RGD Symbol;Acc:1597730]	-4.08865359	0.98471028	1	4
ENSRNOG00000045999	ENSRNOT00000074502	ENSRNOP00000065435	TNFAIP8L1	Tnfaip8l1	tumor necrosis factor, alpha-induced protein 8-like 1 [Source:RGD Symbol;Acc:1588574]	-4.08865359	0.98471028	1	4
ENSRNOG00000048321	ENSRNOT00000072920	ENSRNOP00000064026	TNFSF8	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8 [Source:RGD Symbol;Acc:1590403]	-4.08865359	0.98471028	1	4
ENSRNOG00000050766	ENSRNOT00000075086	ENSRNOP00000064931	RD3	Rd3	retinal degeneration 3 [Source:RGD Symbol;Acc:1593897]	-4.08865359	0.98471028	1	4
ENSRNOG00000051136	ENSRNOT00000075905	-	RN60_X_1141.2	Rn60_X_1141.2	-	-4.08865359	0.98471028	1	4
ENSRNOG00000052222	ENSRNOT00000083653	-	AABR07071813.1	AABR07071813.1	-	-4.08865359	0.98471028	1	4
ENSRNOG00000052326	ENSRNOT00000092178	ENSRNOP00000074531	UBA1Y	Uba1y	ubiquitin-activating enzyme, Chr Y [Source:RGD Symbol;Acc:3925]	-4.08865359	0.98471028	1	4
ENSRNOG00000052634	ENSRNOT00000087306	ENSRNOP00000075362	AC139927.1	AC139927.1	-	-4.08865359	0.98471028	1	4
ENSRNOG00000054016	ENSRNOT00000079528	-	AABR07030091.1	AABR07030091.1	-	-4.08865359	0.98471028	1	4
ENSRNOG00000054042	ENSRNOT00000088439	-	AABR07060118.1	AABR07060118.1	-	-4.08865359	0.98471028	1	4
ENSRNOG00000054999	ENSRNOT00000084597	ENSRNOP00000070117	HILPDA	Hilpda	hypoxia inducible lipid droplet associated [Source:MGI Symbol;Acc:MGI:1916823]	-4.08865359	0.98471028	1	4
ENSRNOG00000058467	ENSRNOT00000087795	-	AC125757.1	AC125757.1	-	-4.08865359	0.98471028	1	4
ENSRNOG00000058699	ENSRNOT00000088109	-	AABR07036452.1	AABR07036452.1	-	-4.08865359	0.98471028	1	4
ENSRNOG00000058751	ENSRNOT00000083673	-	7SK	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	-4.08865359	0.98471028	1	4
ENSRNOG00000059837	ENSRNOT00000079251	ENSRNOP00000072063	CDKN2A	Cdkn2a	cyclin-dependent kinase inhibitor 2A [Source:RGD Symbol;Acc:2323]	-4.08865359	0.98471028	1	4
ENSRNOG00000060851	ENSRNOT00000081220	-	AC105662.1	AC105662.1	-	-4.08865359	0.98471028	1	4
ENSRNOG00000061414	ENSRNOT00000078919	ENSRNOP00000075534	ACOT12	Acot12	acyl-CoA thioesterase 12 [Source:MGI Symbol;Acc:MGI:1921406]	-4.08865359	0.98471028	1	4
ENSRNOG00000061335	ENSRNOT00000092047	-	AC107527.2	AC107527.2	-	-1.501871107	0.984720723	24	35
ENSRNOG00000011720	ENSRNOT00000061404	ENSRNOP00000058121	L3MBTL3	L3mbtl3	l(3)mbt-like 3 (Drosophila) [Source:RGD Symbol;Acc:1305474]	-1.212926019	0.984735636	259	305
ENSRNOG00000009385	ENSRNOT00000012487	ENSRNOP00000012487	PIK3CG	Pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma [Source:RGD Symbol;Acc:1306468]	-1.209600971	0.984739661	281	330
ENSRNOG00000004262	ENSRNOT00000005634	-	AABR07065886.1	AABR07065886.1	-	-177.5907132	0.984767669	0	1.74
ENSRNOG00000011304	ENSRNOT00000015016	ENSRNOP00000015016	LOC100360397	LOC100360397	protein kinase NYD-SP25-like [Source:RGD Symbol;Acc:2322256]	-177.5907132	0.984767669	0	1.74
ENSRNOG00000039461	ENSRNOT00000060472	ENSRNOP00000057216	PCDHGA3	Pcdhga3	protocadherin gamma subfamily A, 3 [Source:RGD Symbol;Acc:1598664]	-1.225348516	0.984815856	198.45	236.09
ENSRNOG00000009949	ENSRNOT00000013343	ENSRNOP00000013343	PCDH18	Pcdh18	protocadherin 18 [Source:RGD Symbol;Acc:1305870]	-1.262846369	0.984841842	115	141
ENSRNOG00000003787	ENSRNOT00000072746	ENSRNOP00000065887	LCORL	Lcorl	ligand dependent nuclear receptor corepressor-like [Source:RGD Symbol;Acc:1561241]	-1.399639592	0.984843417	39	53
ENSRNOG00000048462	ENSRNOT00000072501	-	AABR07066529.1	AABR07066529.1	-	-1.608988715	0.984888526	16	25
ENSRNOG00000010658	ENSRNOT00000082532	ENSRNOP00000072582	CTH	Cth	cystathionine gamma-lyase [Source:RGD Symbol;Acc:2443]	-1.229403834	0.984902531	183.05	218.49
ENSRNOG00000002253	ENSRNOT00000003068	ENSRNOP00000003068	WDR5B	Wdr5b	WD repeat domain 5B [Source:RGD Symbol;Acc:1308567]	-1.423697057	0.984933368	34	47
ENSRNOG00000060429	ENSRNOT00000026540	ENSRNOP00000026540	-	-	-	-1.279338579	0.984959298	95	118
ENSRNOG00000002852	ENSRNOT00000003886	ENSRNOP00000003886	MYO19	Myo19	myosin XIX [Source:RGD Symbol;Acc:1559961]	-1.22127502	0.985011534	210	249
ENSRNOG00000018827	ENSRNOT00000025493	ENSRNOP00000025493	HTR7	Htr7	5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled [Source:RGD Symbol;Acc:71034]	-1.352254551	0.985023255	51.64	67.8
ENSRNOG00000019723	ENSRNOT00000047246	ENSRNOP00000043185	RBM12	Rbm12	RNA binding motif protein 12 [Source:RGD Symbol;Acc:1594333]	-1.201922527	0.985084871	334.17	389.95
ENSRNOG00000008492	ENSRNOT00000011450	ENSRNOP00000011450	CCDC19	Ccdc19	coiled-coil domain containing 19 [Source:RGD Symbol;Acc:1561559]	-1.353066995	0.985114167	51	67
ENSRNOG00000015495	ENSRNOT00000021636	ENSRNOP00000021636	SLC25A37	Slc25a37	solute carrier family 25 (mitochondrial iron transporter), member 37 [Source:RGD Symbol;Acc:1359361]	-1.337132956	0.985127668	57	74
ENSRNOG00000051986	ENSRNOT00000090165	ENSRNOP00000069801	PLCG2	Plcg2	phospholipase C, gamma 2 [Source:MGI Symbol;Acc:MGI:97616]	-1.337132956	0.985127668	57	74
ENSRNOG00000056721	ENSRNOT00000086081	ENSRNOP00000074177	FANCM	Fancm	Fanconi anemia, complementation group M [Source:MGI Symbol;Acc:MGI:2442306]	-1.21273323	0.985140353	248	292
ENSRNOG00000016983	ENSRNOT00000024186	ENSRNOP00000024186	MYH7	Myh7	myosin, heavy chain 7, cardiac muscle, beta [Source:RGD Symbol;Acc:62030]	-1.298656663	0.98514036	77.74	98.02
ENSRNOG00000037432	ENSRNOT00000056644	ENSRNOP00000053484	EXO5	Exo5	exonuclease 5 [Source:RGD Symbol;Acc:1309802]	-1.301012435	0.985159783	76	96
ENSRNOG00000017468	ENSRNOT00000023652	ENSRNOP00000023652	TRAPPC6A	Trappc6a	trafficking protein particle complex 6A [Source:RGD Symbol;Acc:1591735]	-1.264066546	0.985191269	110	135
